race,edition,stage,date,avg_speed_of_winner,race_category,distance,point_scale,parcour_type,profile_score,vertical_meters,departure,arrival,race_ranking,won_how,winner,winner_age_when_won,is_tt
vuelta-a-espana,1935,1,1935-04-29 00:00:00, 30.99 km/h, ME - Men Elite,  185 km, GT.B.Stage,  ,  , , Madrid, Valladolid, 125,  ? - let us know!,DIGNEF Antoon,24.59,0
vuelta-a-espana,1935,2,1935-04-30 00:00:00, 28.76 km/h, ME - Men Elite,  251 km, GT.B.Stage,  ,  , , Valladolid, Santander, 125,  ? - let us know!,ESCURIET Antonio,26.0,0
vuelta-a-espana,1935,3,1935-05-01 00:00:00, 29.62 km/h, ME - Men Elite,  199 km, GT.B.Stage,  ,  , , Santander, Bilbao, 125,  ? - let us know!,DELOOR Gustaaf,21.87,0
vuelta-a-espana,1935,4,1935-05-02 00:00:00, 31.42 km/h, ME - Men Elite,  235 km, GT.B.Stage,  ,  , , Bilbao, San Sebastián, 125,  ? - let us know!,DIGNEF Antoon,24.59,0
vuelta-a-espana,1935,5,1935-05-03 00:00:00, 29.26 km/h, ME - Men Elite,  264 km, GT.B.Stage,  ,  , , San Sebastián, Zaragoza, 125,  ? - let us know!,CAÑARDO Mariano,29.26,0
vuelta-a-espana,1935,6,1935-05-05 00:00:00, 31.03 km/h, ME - Men Elite,  310 km, GT.B.Stage,  ,  , , Zaragoza, Barcelona, 125,  ? - let us know!,ADAM François,23.63,0
vuelta-a-espana,1935,7,1935-05-06 00:00:00, 31.66 km/h, ME - Men Elite,  188 km, GT.B.Stage,  ,  , , Barcelona, Tortosa, 125,  ? - let us know!,MONTES Antonio,23.93,0
vuelta-a-espana,1935,8,1935-05-07 00:00:00, 31.48 km/h, ME - Men Elite,  188 km, GT.B.Stage,  ,  , , Tortosa, Valencia, 125,  ? - let us know!,BULLA Max,29.63,0
vuelta-a-espana,1935,9,1935-05-09 00:00:00, 28.7 km/h, ME - Men Elite,  265 km, GT.B.Stage,  ,  , , Valencia, Murcia, 125,  ? - let us know!,CARDONA Salvador,34.34,0
vuelta-a-espana,1935,10,1935-05-10 00:00:00, 47.72 km/h, ME - Men Elite,  285 km, GT.B.Stage,  ,  , , Murcia, Granada, 125,  ? - let us know!,BULLA Max,29.64,0
vuelta-a-espana,1935,11,1935-05-11 00:00:00, 26.04 km/h, ME - Men Elite,  260 km, GT.B.Stage,  ,  , , Granada, Sevilla, 125,  ? - let us know!,DELOOR Gustaaf,21.89,0
vuelta-a-espana,1935,12,1935-05-13 00:00:00, 26.94 km/h, ME - Men Elite,  270 km, GT.B.Stage,  ,  , , Sevilla, Cáceres, 125,  ? - let us know!,ADAM François,23.65,0
vuelta-a-espana,1935,13,1935-05-14 00:00:00, 26.93 km/h, ME - Men Elite,  275 km, GT.B.Stage,  ,  , , Cáceres, Zamora, 125,  ? - let us know!,MOLINAR Edoardo,27.72,0
vuelta-a-espana,1935,14,1935-05-15 00:00:00, 26.68 km/h, ME - Men Elite,  250 km, GT.B.Stage,  ,  , , Zamora, Madrid, 125,  ? - let us know!,DELOOR Gustaaf,21.9,0
vuelta-a-espana,1936,1,1936-05-05 00:00:00, 30.94 km/h, ME - Men Elite,  210 km, GT.B.Stage,  ,  , , Madrid, Salamanca, 126,  ? - let us know!,HUTS Joseph,23.32,0
vuelta-a-espana,1936,2,1936-05-06 00:00:00, 31.03 km/h, ME - Men Elite,  214 km, GT.B.Stage,  ,  , , Salamanca, Cáceres, 126,  ? - let us know!,DELOOR Gustaaf,22.88,0
vuelta-a-espana,1936,3,1936-05-07 00:00:00, 28.38 km/h, ME - Men Elite,  270 km, GT.B.Stage,  ,  , , Cáceres, Sevilla, 126,  ? - let us know!,CARRETERO Vicente,21.07,0
vuelta-a-espana,1936,4,1936-05-08 00:00:00, 29.76 km/h, ME - Men Elite,  212 km, GT.B.Stage,  ,  , , Sevilla, Málaga, 126,  ? - let us know!,DELOOR Gustaaf,22.89,0
vuelta-a-espana,1936,5,1936-05-09 00:00:00, 31.22 km/h, ME - Men Elite,  132 km, GT.B.Stage,  ,  , , Málaga, Granada, 126,  ? - let us know!,CARRETERO Vicente,21.07,0
vuelta-a-espana,1936,6,1936-05-10 00:00:00, 28.56 km/h, ME - Men Elite,  185 km, GT.B.Stage,  ,  , , Granada, Almería, 126,  ? - let us know!,DELOOR Gustaaf,22.89,0
vuelta-a-espana,1936,7,1936-05-11 00:00:00, 29.06 km/h, ME - Men Elite,  306 km, GT.B.Stage,  ,  , , Almería, Alicante, 126,  ? - let us know!,CAÑARDO Mariano,30.28,0
vuelta-a-espana,1936,8,1936-05-12 00:00:00, 29.36 km/h, ME - Men Elite,  184 km, GT.B.Stage,  ,  , , Alicante, Valencia, 126,  ? - let us know!,BERTOLA Antonio,22.31,0
vuelta-a-espana,1936,9,1936-05-13 00:00:00, 27.92 km/h, ME - Men Elite,  279 km, GT.B.Stage,  ,  , , Valencia, Tarragona, 126,  ? - let us know!,CARDONA Salvador,35.36,0
vuelta-a-espana,1936,10,1936-05-14 00:00:00, 32.23 km/h, ME - Men Elite,  139 km, GT.B.Stage,  ,  , , Tarragona, Barcelona, 126,  ? - let us know!,CARRETERO Vicente,21.08,0
vuelta-a-espana,1936,11,1936-05-15 00:00:00, 32.03 km/h, ME - Men Elite,  293 km, GT.B.Stage,  ,  , , Barcelona, Zaragoza, 126,  ? - let us know!,SCHEPERS Alfons,28.74,0
vuelta-a-espana,1936,12,1936-05-16 00:00:00, 26.74 km/h, ME - Men Elite,  265 km, GT.B.Stage,  ,  , , Zaragoza, San Sebastián, 126,  ? - let us know!,SCHEPERS Alfons,28.74,0
vuelta-a-espana,1936,13,1936-05-17 00:00:00, 28.72 km/h, ME - Men Elite,  160 km, GT.B.Stage,  ,  , , San Sebastián, Bilbao, 126,  ? - let us know!,CARRETERO Vicente,21.09,0
vuelta-a-espana,1936,14,1936-05-18 00:00:00, 26.61 km/h, ME - Men Elite,  199 km, GT.B.Stage,  ,  , , Bilbao, Santander, 126,  ? - let us know!,DELOOR Alfons,25.98,0
vuelta-a-espana,1936,15,1936-05-19 00:00:00, 28.09 km/h, ME - Men Elite,  194 km, GT.B.Stage,  ,  , , Santander, Gijón, 126,  ? - let us know!,CAÑARDO Mariano,30.3,0
vuelta-a-espana,1936,16,1936-05-20 00:00:00, 32.56 km/h, ME - Men Elite,  155 km, GT.B.Stage,  ,  , , Gijón, Ribadeo, 126,  ? - let us know!,RAMOS Rafael,24.58,0
vuelta-a-espana,1936,17,1936-05-21 00:00:00, 28.01 km/h, ME - Men Elite,  157 km, GT.B.Stage,  ,  , , Ribadeo, La Coruña, 126,  ? - let us know!,SCHEPERS Alfons,28.75,0
vuelta-a-espana,1936,18,1936-05-22 00:00:00, 24.38 km/h, ME - Men Elite,  175 km, GT.B.Stage,  ,  , , La Coruña, Vigo, 126,  ? - let us know!,CARRETERO Vicente,21.11,0
vuelta-a-espana,1936,19,1936-05-23 00:00:00, 28.19 km/h, ME - Men Elite,  178 km, GT.B.Stage,  ,  , , Vigo, Verín, 126,  ? - let us know!,TRUEBA Fermín,21.76,0
vuelta-a-espana,1936,20,1936-05-24 00:00:00, 31.86 km/h, ME - Men Elite,  207 km, GT.B.Stage,  ,  , , Verín, Zamora, 126,  ? - let us know!,BERTOLA Antonio,22.34,0
vuelta-a-espana,1936,21,1936-05-25 00:00:00, 29.32 km/h, ME - Men Elite,  250 km, GT.B.Stage,  ,  , , Zamora, Madrid, 126,  ? - let us know!,ÁLVAREZ Emiliano,23.6,0
vuelta-a-espana,1941,1,1941-06-12 00:00:00, 26.67 km/h, ME - Men Elite,  210 km, GT.B.Stage,  ,  , , Madrid, Salamanca, 65,  ? - let us know!,BERRENDERO Julián,29.2,0
vuelta-a-espana,1941,2,1941-06-13 00:00:00, 31.72 km/h, ME - Men Elite,  214 km, GT.B.Stage,  ,  , , Salamanca, Cáceres, 65,  ? - let us know!,MONTES Antonio,30.04,0
vuelta-a-espana,1941,3,1941-06-14 00:00:00, 27.64 km/h, ME - Men Elite,  270 km, GT.B.Stage,  ,  , , Cáceres, Sevilla, 65,  ? - let us know!,RODRÍGUEZ Delio,25.17,0
vuelta-a-espana,1941,4,1941-06-15 00:00:00, 25.42 km/h, ME - Men Elite,  212 km, GT.B.Stage,  ,  , , Sevilla, Málaga, 65,  ? - let us know!,ESCURIET Antonio,32.13,0
vuelta-a-espana,1941,5,1941-06-16 00:00:00, 24.39 km/h, ME - Men Elite,  220 km, GT.B.Stage,  ,  , , Málaga, Almería, 65,  ? - let us know!,RODRÍGUEZ Delio,25.18,0
vuelta-a-espana,1941,6,1941-06-17 00:00:00, 29.15 km/h, ME - Men Elite,  223 km, GT.B.Stage,  ,  , , Almería, Murcia, 65,  ? - let us know!,RODRÍGUEZ Delio,25.18,0
vuelta-a-espana,1941,7,1941-06-18 00:00:00, 24.48 km/h, ME - Men Elite,  248 km, GT.B.Stage,  ,  , , Murcia, Valencia, 65,  ? - let us know!,ANDRÉS Francisco Antonio,28.2,0
vuelta-a-espana,1941,8,1941-06-19 00:00:00, 29.87 km/h, ME - Men Elite,  279 km, GT.B.Stage,  ,  , , Valencia, Tarragona, 65,  ? - let us know!,TRUEBA Fermín,26.83,0
vuelta-a-espana,1941,9,1941-06-20 00:00:00, 27.19 km/h, ME - Men Elite,  97 km, GT.B.Stage,  ,  , , Tarragona, Barcelona, 65,  ? - let us know!,MARTÍN Antonio,23.02,0
vuelta-a-espana,1941,10,1941-06-21 00:00:00, 27.31 km/h, ME - Men Elite,  306 km, GT.B.Stage,  ,  , , Barcelona, Zaragoza, 65,  ? - let us know!,RODRÍGUEZ Delio,25.19,0
vuelta-a-espana,1941,11,1941-06-22 00:00:00, 29.26 km/h, ME - Men Elite,  174 km, GT.B.Stage,  ,  , , Zaragoza, Logroño, 65,  ? - let us know!,RODRÍGUEZ Delio,25.19,0
vuelta-a-espana,1941,12,1941-06-23 00:00:00, 28.03 km/h, ME - Men Elite,  209 km, GT.B.Stage,  ,  , , Logroño, San Sebastián, 65,  ? - let us know!,RODRÍGUEZ Delio,25.19,0
vuelta-a-espana,1941,13,1941-06-24 00:00:00, 25.35 km/h, ME - Men Elite,  160 km, GT.B.Stage,  ,  , , San Sebastián, Bilbao, 65,  ? - let us know!,EZQUERRA Federico,32.31,0
vuelta-a-espana,1941,14,1941-06-25 00:00:00, 24.93 km/h, ME - Men Elite,  213 km, GT.B.Stage,  ,  , , Bilbao, Santander, 65,  ? - let us know!,TRUEBA Fermín,26.85,0
vuelta-a-espana,1941,15,1941-06-28 00:00:00, 26.58 km/h, ME - Men Elite,  101 km, GT.B.Stage,  ,  , , Oviedo, Luarca, 65,  ? - let us know!,RODRÍGUEZ Delio,25.21,0
vuelta-a-espana,1941,16,1941-06-29 00:00:00, 27.93 km/h, ME - Men Elite,  219 km, GT.B.Stage,  ,  , , Luarca, La Coruña, 65,  ? - let us know!,RODRÍGUEZ Delio,25.21,0
vuelta-a-espana,1941,17,1941-06-30 00:00:00, 23.74 km/h, ME - Men Elite,  178 km, GT.B.Stage,  ,  , , La Coruña, Vigo, 65,  ? - let us know!,RODRÍGUEZ Delio,25.21,0
vuelta-a-espana,1941,18,1941-07-01 00:00:00, 24.06 km/h, ME - Men Elite,  178 km, GT.B.Stage,  ,  , , Vigo, Verín, 65,  ? - let us know!,RODRÍGUEZ Delio,25.22,0
vuelta-a-espana,1941,19,1941-07-02 00:00:00, 22.73 km/h, ME - Men Elite,  301 km, GT.B.Stage,  ,  , , Verín, Valladolid, 65,  ? - let us know!,BERRENDERO Julián,29.25,0
vuelta-a-espana,1941,20,1941-07-03 00:00:00, 27.77 km/h, ME - Men Elite,  198 km, GT.B.Stage,  ,  , , Valladolid, Madrid, 65,  ? - let us know!,CARRETERO Vicente,26.22,0
vuelta-a-espana,1942,1,1942-06-30 00:00:00, 28.37 km/h, ME - Men Elite,  245 km, GT.B.Stage,  ,  , , Madrid, Albacete, 80,  ? - let us know!,BERRENDERO Julián,30.25,0
vuelta-a-espana,1942,2,1942-07-01 00:00:00, 29.4 km/h, ME - Men Elite,  160 km, GT.B.Stage,  ,  , , Albacete, Murcia, 80,  ? - let us know!,RODRÍGUEZ Delio,26.22,0
vuelta-a-espana,1942,3,1942-07-02 00:00:00, 29.02 km/h, ME - Men Elite,  248 km, GT.B.Stage,  ,  , , Murcia, Valencia, 80,  ? - let us know!,JABARDO José,27.43,0
vuelta-a-espana,1942,4,1942-07-03 00:00:00, 30.01 km/h, ME - Men Elite,  278 km, GT.B.Stage,  ,  , , Valencia, Tarragona, 80,  ? - let us know!,RODRÍGUEZ Delio,26.22,0
vuelta-a-espana,1942,5,1942-07-04 00:00:00, 38.33 km/h, ME - Men Elite,  120 km, GT.B.Stage,  ,  , , Tarragona, Barcelona, 80,  ? - let us know!,RODRÍGUEZ Delio,26.22,0
vuelta-a-espana,1942,6,1942-07-05 00:00:00, 27.18 km/h, ME - Men Elite,  279 km, GT.B.Stage,  ,  , , Barcelona, Huesca, 80,  ? - let us know!,RODRÍGUEZ Delio,26.23,0
vuelta-a-espana,1942,7,1942-07-06 00:00:00, 26.4 km/h, ME - Men Elite,  305 km, GT.B.Stage,  ,  , , Huesca, San Sebastián, 80,  ? - let us know!,RODRÍGUEZ Delio,26.23,0
vuelta-a-espana,1942,8,1942-07-08 00:00:00, 25.44 km/h, ME - Men Elite,  151 km, GT.B.Stage,  ,  , , Castro Urdiales, Santander, 80,  ? - let us know!,BERRENDERO Julián,30.27,0
vuelta-a-espana,1942,9,1942-07-09 00:00:00, 26.33 km/h, ME - Men Elite,  120 km, GT.B.Stage,  ,  , , Santander, Reinosa, 80,  ? - let us know!,BRAMBILLA Pierre,23.18,0
vuelta-a-espana,1942,10,1942-07-10 00:00:00, 24.78 km/h, ME - Men Elite,  199 km, GT.B.Stage,  ,  , , Reinosa, Gijón, 80,  ? - let us know!,RODRÍGUEZ Delio,26.24,0
vuelta-a-espana,1942,11,1942-07-12 00:00:00, 27.35 km/h, ME - Men Elite,  219 km, GT.B.Stage,  ,  , , Luarca, La Coruña, 80,  ? - let us know!,THIÉTARD Louis,32.14,0
vuelta-a-espana,1942,12,1942-07-14 00:00:00, 23.93 km/h, ME - Men Elite,  270 km, GT.B.Stage,  ,  , , Vigo, Ponferrada, 80,  ? - let us know!,OLMOS Joaquín,26.85,0
vuelta-a-espana,1942,13,1942-07-15 00:00:00, 27.13 km/h, ME - Men Elite,  251 km, GT.B.Stage,  ,  , , Ponferrada, Salamanca, 80,  ? - let us know!,CAMILLA Celistino,24.84,0
vuelta-a-espana,1942,14,1942-07-16 00:00:00, 27.34 km/h, ME - Men Elite,  248 km, GT.B.Stage,  ,  , , Salamanca, Madrid, 80,  ? - let us know!,CAMILLA Celistino,24.84,0
vuelta-a-espana,1945,1,1945-05-10 00:00:00, 32.35 km/h, ME - Men Elite,  212 km, GT.B.Stage,  ,  , , Madrid, Salamanca, 62,  ? - let us know!,BERRENDERO Julián,33.11,0
vuelta-a-espana,1945,2,1945-05-11 00:00:00, 29.83 km/h, ME - Men Elite,  214 km, GT.B.Stage,  ,  , , Salamanca, Cáceres, 62,  ? - let us know!,RODRÍGUEZ Delio,29.08,0
vuelta-a-espana,1945,3,1945-05-12 00:00:00, 34.71 km/h, ME - Men Elite,  132 km, GT.B.Stage,  ,  , , Cáceres, Badajoz, 62,  ? - let us know!,GUAL Miguel,25.42,0
vuelta-a-espana,1945,4,1945-05-13 00:00:00, 33.78 km/h, ME - Men Elite,  57 km, GT.B.Stage,  ,  , , Badajoz, Almendralejo, 62,  ? - let us know!,GIMENO Juan,32.0,1
vuelta-a-espana,1945,5,1945-05-14 00:00:00, 29.77 km/h, ME - Men Elite,  171 km, GT.B.Stage,  ,  , , Almendralejo, Sevilla, 62,  ? - let us know!,MIRÓ Vicente,25.82,0
vuelta-a-espana,1945,6,1945-05-15 00:00:00, 28.21 km/h, ME - Men Elite,  251 km, GT.B.Stage,  ,  , , Sevilla, Granada, 62,  ? - let us know!,MONTES Antonio,33.96,0
vuelta-a-espana,1945,7,1945-05-16 00:00:00, 23.58 km/h, ME - Men Elite,  285 km, GT.B.Stage,  ,  , , Granada, Murcia, 62,  ? - let us know!,OLMOS Joaquín,29.69,0
vuelta-a-espana,1945,8,1945-05-17 00:00:00, 25.55 km/h, ME - Men Elite,  244 km, GT.B.Stage,  ,  , , Murcia, Valencia, 62,  ? - let us know!,RODRÍGUEZ Delio,29.1,0
vuelta-a-espana,1945,9,1945-05-18 00:00:00, 30.14 km/h, ME - Men Elite,  188 km, GT.B.Stage,  ,  , , Valencia, Tortosa, 62,  ? - let us know!,RODRÍGUEZ Delio,29.1,0
vuelta-a-espana,1945,10,1945-05-19 00:00:00, 40.92 km/h, ME - Men Elite,  288 km, GT.B.Stage,  ,  , , Tortosa, Barcelona, 62,  ? - let us know!,GUAL Miguel,25.44,0
vuelta-a-espana,1945,11,1945-05-20 00:00:00, 23.28 km/h, ME - Men Elite,  306 km, GT.B.Stage,  ,  , , Barcelona, Zaragoza, 62,  ? - let us know!,GUAL Miguel,25.45,0
vuelta-a-espana,1945,12,1945-05-21 00:00:00, 27.3 km/h, ME - Men Elite,  276 km, GT.B.Stage,  ,  , , Zaragoza, San Sebastián, 62,  ? - let us know!,GUTIÉRREZ José,23.03,0
vuelta-a-espana,1945,13,1945-05-22 00:00:00, 28.36 km/h, ME - Men Elite,  207 km, GT.B.Stage,  ,  , , San Sebastián, Bilbao, 62,  ? - let us know!,REBELO João de Jesús,25.35,0
vuelta-a-espana,1945,14,1945-05-23 00:00:00, 23.08 km/h, ME - Men Elite,  188 km, GT.B.Stage,  ,  , , Bilbao, Santander, 62,  ? - let us know!,RODRÍGUEZ Delio,29.11,0
vuelta-a-espana,1945,15,1945-05-24 00:00:00, 25.29 km/h, ME - Men Elite,  110 km, GT.B.Stage,  ,  , , Santander, Reinosa, 62,  ? - let us know!,REBELO João de Jesús,25.36,0
vuelta-a-espana,1945,16,1945-05-25 00:00:00, 29.15 km/h, ME - Men Elite,  200 km, GT.B.Stage,  ,  , , Reinosa, Gijón, 62,  ? - let us know!,RODRÍGUEZ Delio,29.12,0
vuelta-a-espana,1945,17,1945-05-26 00:00:00, 30.92 km/h, ME - Men Elite,  172 km, GT.B.Stage,  ,  , , Gijón, León, 62,  ? - let us know!,BERRENDERO Julián,33.15,0
vuelta-a-espana,1945,18,1945-05-27 00:00:00, 35.4 km/h, ME - Men Elite,  132 km, GT.B.Stage,  ,  , , León, Valladolid, 62,  ? - let us know!,RODRÍGUEZ Delio,29.12,0
vuelta-a-espana,1945,19,1945-05-28 00:00:00, 27.04 km/h, ME - Men Elite,  185 km, GT.B.Stage,  ,  , , Valladolid, Madrid, 62,  ? - let us know!,OLMOS Joaquín,29.72,0
vuelta-a-espana,1946,1,1946-05-07 00:00:00, 27.76 km/h, ME - Men Elite,  212 km, GT.B.Stage,  ,  , , Madrid, Salamanca, 110,  ? - let us know!,OLMOS Joaquín,30.66,0
vuelta-a-espana,1946,2,1946-05-09 00:00:00, 28.03 km/h, ME - Men Elite,  132 km, GT.B.Stage,  ,  , , Cáceres, Badajoz, 110,  ? - let us know!,ORBAICETA Ignacio,23.11,0
vuelta-a-espana,1946,3,1946-05-10 00:00:00, 27.97 km/h, ME - Men Elite,  218 km, GT.B.Stage,  ,  , , Badajoz, Sevilla, 110,  ? - let us know!,BERRENDERO Julián,34.11,0
vuelta-a-espana,1946,4,1946-05-12 00:00:00, 38.11 km/h, ME - Men Elite,  251 km, GT.B.Stage,  ,  , , Sevilla, Granada, 110,  ? - let us know!,LAMBRICHS Jan,30.91,0
vuelta-a-espana,1946,5,1946-05-13 00:00:00, 29.34 km/h, ME - Men Elite,  107 km, GT.B.Stage,  ,  , , Granada, Baza, 110,  ? - let us know!,LANGARICA Dalmacio,26.45,0
vuelta-a-espana,1946,6,1946-05-14 00:00:00, 28.85 km/h, ME - Men Elite,  178 km, GT.B.Stage,  ,  , , Baza, Murcia, 110,  ? - let us know!,LOURENÇO João,29.23,0
vuelta-a-espana,1946,7,1946-05-15 00:00:00, 29.31 km/h, ME - Men Elite,  264 km, GT.B.Stage,  ,  , , Murcia, Valencia, 110,  ? - let us know!,FOMBELLIDA Alejandro,33.11,0
vuelta-a-espana,1946,8,1946-05-18 00:00:00, 30.2 km/h, ME - Men Elite,  215 km, GT.B.Stage,  ,  , , Tortosa, Barcelona, 110,  ? - let us know!,LANGARICA Dalmacio,26.47,0
vuelta-a-espana,1946,9,1946-05-19 00:00:00, 28.14 km/h, ME - Men Elite,  162 km, GT.B.Stage,  ,  , , Barcelona, Lérida, 110,  ? - let us know!,RODRÍGUEZ Delio,30.1,0
vuelta-a-espana,1946,10,1946-05-20 00:00:00, 26.65 km/h, ME - Men Elite,  144 km, GT.B.Stage,  ,  , , Lérida, Zaragoza, 110,  ? - let us know!,RODRÍGUEZ Delio,30.1,0
vuelta-a-espana,1946,11,1946-05-21 00:00:00, 24.55 km/h, ME - Men Elite,  276 km, GT.B.Stage,  ,  , , Zaragoza, San Sebastián, 110,  ? - let us know!,RODRÍGUEZ Delio,30.11,0
vuelta-a-espana,1946,12,1946-05-23 00:00:00, 27.88 km/h, ME - Men Elite,  207 km, GT.B.Stage,  ,  , , San Sebastián, Bilbao, 110,  ? - let us know!,LANGARICA Dalmacio,26.48,0
vuelta-a-espana,1946,13,1946-05-24 00:00:00, 25.1 km/h, ME - Men Elite,  226 km, GT.B.Stage,  ,  , , Bilbao, Santander, 110,  ? - let us know!,RODRÍGUEZ Delio,30.12,0
vuelta-a-espana,1946,14,1946-05-25 00:00:00, 20.6 km/h, ME - Men Elite,  110 km, GT.B.Stage,  ,  , , Santander, Reinosa, 110,  ? - let us know!,LANGARICA Dalmacio,26.49,0
vuelta-a-espana,1946,15,1946-05-26 00:00:00, 25.183 km/h, ME - Men Elite,  204 km, GT.B.Stage,  ,  , , Reinosa, Gijón, 110,  ? - let us know!,RODRÍGUEZ Delio,30.12,0
vuelta-a-espana,1946,16,1946-05-27 00:00:00, 30.31 km/h, ME - Men Elite,  53 km, GT.B.Stage,  ,  , , Gijón, Oviedo, 110,  ? - let us know!,LANGARICA Dalmacio,26.49,1
vuelta-a-espana,1946,17,1946-05-28 00:00:00, 23.69 km/h, ME - Men Elite,  119 km, GT.B.Stage,  ,  , , Oviedo, León, 110,  ? - let us know!,BERRENDERO Julián,34.16,0
vuelta-a-espana,1946,18,1946-05-29 00:00:00, 30.73 km/h, ME - Men Elite,  134 km, GT.B.Stage,  ,  , , León, Valladolid, 110,  ? - let us know!,FOMBELLIDA Alejandro,33.15,0
vuelta-a-espana,1946,19,1946-05-30 00:00:00, 24.75 km/h, ME - Men Elite,  200 km, GT.B.Stage,  ,  , , Valladolid, Madrid, 110,  ? - let us know!,BERRENDERO Julián,34.16,0
vuelta-a-espana,1947,1,1947-05-12 00:00:00, 33.13 km/h, ME - Men Elite,  243 km, GT.B.Stage,  ,  , , Madrid, Albacete, 135,  ? - let us know!,RODRÍGUEZ Delio,31.08,0
vuelta-a-espana,1947,2,1947-05-13 00:00:00, 35.38 km/h, ME - Men Elite,  146 km, GT.B.Stage,  ,  , , Albacete, Murcia, 135,  ? - let us know!,RODRÍGUEZ Emilio,23.47,0
vuelta-a-espana,1947,3,1947-05-14 00:00:00, 26.55 km/h, ME - Men Elite,  135 km, GT.B.Stage,  ,  , , Murcia, Alcoy, 135,  ? - let us know!,BERRENDERO Julián,35.12,0
vuelta-a-espana,1947,4,1947-05-15 00:00:00, 34.76 km/h, ME - Men Elite,  175 km, GT.B.Stage,  ,  , , Alcoy, Castellón, 135,  ? - let us know!,DELEDDA Adolphe,27.65,0
vuelta-a-espana,1947,5,1947-05-16 00:00:00, 29.43 km/h, ME - Men Elite,  222 km, GT.B.Stage,  ,  , , Castellón, Tarragona, 135,  ? - let us know!,RODRÍGUEZ Delio,31.09,0
vuelta-a-espana,1947,6,1947-05-17 00:00:00, 28.1 km/h, ME - Men Elite,  119 km, GT.B.Stage,  ,  , , Tarragona, Barcelona, 135,  ? - let us know!,AGUIRREZÁBAL Cipriano,24.65,0
vuelta-a-espana,1947,7,1947-05-18 00:00:00, 31.41 km/h, ME - Men Elite,  162 km, GT.B.Stage,  ,  , , Barcelona, Lérida, 135,  ? - let us know!,AGUIRREZÁBAL Cipriano,24.65,0
vuelta-a-espana,1947,8,1947-05-19 00:00:00, 29.36 km/h, ME - Men Elite,  144 km, GT.B.Stage,  ,  , , Lérida, Zaragoza, 135,  ? - let us know!,RODRÍGUEZ Delio,31.1,0
vuelta-a-espana,1947,9,1947-05-20 00:00:00, 23.6 km/h, ME - Men Elite,  176 km, GT.B.Stage,  ,  , , Zaragoza, Pamplona, 135,  ? - let us know!,ADRIANO Félix,27.22,0
vuelta-a-espana,1947,10,1947-05-21 00:00:00, 33.4 km/h, ME - Men Elite,  107 km, GT.B.Stage,  ,  , , Pamplona, San Sebastián, 135,  ? - let us know!,RODRÍGUEZ Delio,31.11,0
vuelta-a-espana,1947,11,1947-05-22 00:00:00, 28.24 km/h, ME - Men Elite,  229 km, GT.B.Stage,  ,  , , San Sebastián, Bilbao, 135,  ? - let us know!,ADRIANO Félix,27.23,0
vuelta-a-espana,1947,12,1947-05-23 00:00:00, 26.58 km/h, ME - Men Elite,  212 km, GT.B.Stage,  ,  , , Bilbao, Santander, 135,  ? - let us know!,ADRIANO Félix,27.23,0
vuelta-a-espana,1947,13,1947-05-25 00:00:00, 41.12 km/h, ME - Men Elite,  201 km, GT.B.Stage,  ,  , , Santander, Reinosa, 135,  ? - let us know!,JIMÉNEZ Joaquín,,0
vuelta-a-espana,1947,14,1947-05-26 00:00:00, -, ME - Men Elite,  204 km, GT.B.Stage,  ,  , , Reinosa, Gijón, 135,  ? - let us know!,RODRÍGUEZ Delio,31.12,0
vuelta-a-espana,1947,15,1947-05-27 00:00:00, 26.35 km/h, ME - Men Elite,  105 km, GT.B.Stage,  ,  , , Gijón, Oviedo, 135,  ? - let us know!,RODRÍGUEZ Delio,31.12,0
vuelta-a-espana,1947,16,1947-05-29 00:00:00, 27.33 km/h, ME - Men Elite,  159 km, GT.B.Stage,  ,  , , Ribadeo, Ferrol, 135,  ? - let us know!,MESA Senén,20.48,0
vuelta-a-espana,1947,17,1947-05-30 00:00:00, 26.77 km/h, ME - Men Elite,  70 km, GT.B.Stage,  ,  , , Ferrol, La Coruña, 135,  ? - let us know!,RODRÍGUEZ Delio,31.13,0
vuelta-a-espana,1947,18,1947-05-31 00:00:00, 27.46 km/h, ME - Men Elite,  180 km, GT.B.Stage,  ,  , , La Coruña, Vigo, 135,  ? - let us know!,FOMBELLIDA Alejandro,34.15,0
vuelta-a-espana,1947,19,1947-06-01 00:00:00, 26.6 km/h, ME - Men Elite,  105 km, GT.B.Stage,  ,  , , Vigo, Orense, 135,  ? - let us know!,ADRIANO Félix,27.25,0
vuelta-a-espana,1947,20,1947-06-02 00:00:00, 27.28 km/h, ME - Men Elite,  228 km, GT.B.Stage,  ,  , , Orense, Astorga, 135,  ? - let us know!,FOMBELLIDA Alejandro,34.16,0
vuelta-a-espana,1947,21,1947-06-03 00:00:00, 45.05 km/h, ME - Men Elite,  47 km, GT.B.Stage,  ,  , , Astorga, León, 135,  ? - let us know!,VAN DIJCK Edward,29.22,1
vuelta-a-espana,1947,22,1947-06-04 00:00:00, 29.65 km/h, ME - Men Elite,  133 km, GT.B.Stage,  ,  , , León, Valladolid, 135,  ? - let us know!,RODRÍGUEZ Delio,31.15,0
vuelta-a-espana,1947,23,1947-06-05 00:00:00, 28.3 km/h, ME - Men Elite,  220 km, GT.B.Stage,  ,  , , Valladolid, Madrid, 135,  ? - let us know!,OLMOS Joaquín,31.74,0
